cluster_representer_or_OG	OGsize	OGhypotetical_proteins	only_hypothetical_OG
JKF63_00453	18	18.0	True
JKF63_00458	36	10.0	False
JKF63_00466	53	26.0	False
JKF63_00467	34	34.0	True
JKF63_00501	66	66.0	True
JKF63_00507	32	11.0	False
JKF63_00520	61	47.0	False
JKF63_00527	33	6.0	False
JKF63_00560	35	12.0	False
JKF63_00590	28	28.0	True
JKF63_00616	35	20.0	False
JKF63_00632	33	10.0	False
JKF63_00635	35	34.0	False
JKF63_00640	34	6.0	False
JKF63_00644	56	17.0	False
JKF63_00670	66	10.0	False
JKF63_00680	33	6.0	False
JKF63_00745	35	35.0	True
JKF63_00754	64	19.0	False
JKF63_00806	63	63.0	True
JKF63_00837	34	34.0	True
JKF63_00864	34	33.0	False
JKF63_00896	23	23.0	True
JKF63_00898	13	13.0	True
JKF63_00971	66	27.0	False
JKF63_01002	68	32.0	False
JKF63_01047	36	10.0	False
JKF63_01066	66	25.0	False
JKF63_01103	10	10.0	True
JKF63_01110	19	5.0	False
JKF63_01146	64	26.0	False
JKF63_01173	35	7.0	False
JKF63_01192	34	34.0	True
JKF63_01255	23	9.0	False
JKF63_01289	61	17.0	False
JKF63_01353	32	8.0	False
JKF63_01385	64	7.0	False
JKF63_01409	35	35.0	True
JKF63_01437	60	22.0	False
JKF63_01461	34	6.0	False
JKF63_01485	129	13.0	False
JKF63_01487	36	6.0	False
JKF63_01521	10	10.0	True
JKF63_01561	62	21.0	False
JKF63_01635	35	35.0	True
JKF63_01642	32	32.0	True
JKF63_01698	33	33.0	True
JKF63_01740	36	35.0	False
JKF63_01749	35	35.0	True
JKF63_01813	34	10.0	False
JKF63_01984	29	10.0	False
JKF63_02023	31	31.0	True
JKF63_02090	36	36.0	True
JKF63_02091	35	35.0	True
JKF63_02098	34	34.0	True
JKF63_02107	22	22.0	True
JKF63_02193	68	6.0	False
JKF63_02201	53	11.0	False
JKF63_02215	34	34.0	True
JKF63_02232	22	22.0	True
JKF63_02262	33	33.0	True
JKF63_02274	16	10.0	False
JKF63_02279	35	8.0	False
JKF63_02293	35	10.0	False
JKF63_02353	26	9.0	False
JKF63_02387	35	17.0	False
JKF63_02454	27	26.0	False
JKF63_02478	34	34.0	True
JKF63_02531	36	6.0	False
JKF63_02532	27	27.0	True
JKF63_02536	34	6.0	False
JKF63_02552	34	34.0	True
JKF63_02592	33	33.0	True
JKF63_02616	32	32.0	True
JKF63_02640	38	33.0	False
JKF63_02688	35	12.0	False
JKF63_02703	59	59.0	True
JKF63_02711	14	14.0	True
JKF63_02721	31	31.0	True
JKF63_02750	61	7.0	False
JKF63_02800	27	27.0	True
JKF63_02808	27	26.0	False
JKF63_02835	31	31.0	True
JKF63_02906	22	8.0	False
JKF63_02927	34	6.0	False
JKF63_02938	136	15.0	False
JKF63_02971	34	34.0	True
JKF63_02975	37	37.0	True
JKF63_03006	32	9.0	False
JKF63_03045	35	33.0	False
JKF63_03058	30	30.0	True
JKF63_03183	65	65.0	True
JKF63_03191	55	49.0	False
JKF63_03237	37	12.0	False
JKF63_03323	64	62.0	False
JKF63_03335	34	11.0	False
JKF63_03355	35	7.0	False
JKF63_03371	31	31.0	True
JKF63_03387	30	29.0	False
JKF63_03393	34	12.0	False
JKF63_03399	69	20.0	False
JKF63_03404	23	22.0	False
JKF63_03476	34	34.0	True
JKF63_03507	35	34.0	False
JKF63_03523	33	33.0	True
JKF63_03604	26	12.0	False
JKF63_03617	35	12.0	False
JKF63_03624	35	6.0	False
JKF63_03640	33	16.0	False
JKF63_03658	31	31.0	True
JKF63_03676	35	35.0	True
JKF63_03680	30	7.0	False
JKF63_03766	21	19.0	False
JKF63_03781	24	6.0	False
JKF63_03795	34	34.0	True
JKF63_03834	32	32.0	True
JKF63_03839	33	33.0	True
JKF63_03854	33	33.0	True
JKF63_03879	34	34.0	True
JKF63_03900	38	38.0	True
JKF63_03901	26	26.0	True
JKF63_03903	25	25.0	True
JKF63_03919	26	26.0	True
JKF63_03932	20	20.0	True
JKF63_03950	10	10.0	True
JKF63_03954	31	31.0	True
JKF63_04015	99	10.0	False
JKF63_04053	32	32.0	True
JKF63_04109	34	34.0	True
JKF63_04116	35	34.0	False
JKF63_04123	36	6.0	False
JKF63_04139	32	32.0	True
JKF63_04176	29	29.0	True
JKF63_04182	68	7.0	False
JKF63_04212	13	13.0	True
JKF63_04233	33	10.0	False
JKF63_04286	31	31.0	True
JKF63_04349	35	33.0	False
JKF63_04359	39	14.0	False
JKF63_04381	62	12.0	False
JKF63_04520	52	51.0	False
JKF63_04542	13	12.0	False
JKF63_04574	104	17.0	False
JKF63_04589	36	12.0	False
JKF63_04631	35	34.0	False
JKF63_04634	35	9.0	False
JKF63_04645	36	16.0	False
JKF63_04669	65	5.0	False
JKF63_04810	31	31.0	True
JKF63_04815	35	35.0	True
JKF63_04828	33	11.0	False
JKF63_04834	34	16.0	False
JKF63_04929	30	10.0	False
JKF63_05012	37	11.0	False
JKF63_05030	34	34.0	True
JKF63_05058	31	12.0	False
JKF63_05074	30	30.0	True
JKF63_05076	30	5.0	False
JKF63_05087	34	34.0	True
JKF63_05106	30	30.0	True
JKF63_05111	35	12.0	False
JKF63_05115	12	12.0	True
JKF63_05139	32	32.0	True
JKF63_05284	33	33.0	True
JKF63_05292	34	6.0	False
JKF63_05307	29	29.0	True
JKF63_05324	32	31.0	False
JKF63_05336	35	35.0	True
JKF63_05438	34	34.0	True
JKF63_05462	65	23.0	False
JKF63_05546	34	7.0	False
JKF63_05566	47	35.0	False
JKF63_05571	33	33.0	True
JKF63_05599	33	10.0	False
JKF63_05602	67	6.0	False
JKF63_05624	31	6.0	False
JKF63_05629	10	2.0	False
JKF63_05631	36	22.0	False
JKF63_05639	35	35.0	True
JKF63_05656	34	6.0	False
JKF63_05698	26	26.0	True
JKF63_05716	53	9.0	False
JKF63_05749	37	10.0	False
JKF63_05792	65	22.0	False
JKF63_05801	378	19.0	False
JKF63_05820	33	33.0	True
JKF63_05887	63	26.0	False
JKF63_05898	30	7.0	False
JKF63_05904	35	35.0	True
JKF63_05931	32	9.0	False
JKF63_05934	34	26.0	False
JKF63_05957	35	10.0	False
JKF63_05964	34	6.0	False
JKF63_05966	36	10.0	False
JKF63_05980	30	30.0	True
JKF63_06011	34	34.0	True
JKF63_06020	58	21.0	False
JKF63_06040	76	42.0	False
JKF63_06044	64	16.0	False
JKF63_06086	32	5.0	False
JKF63_06088	36	6.0	False
JKF63_06116	26	26.0	True
JKF63_06121	25	24.0	False
JKF63_06125	32	32.0	True
JKF63_06146	139	20.0	False
JKF63_06177	50	49.0	False
JKF63_06197	34	34.0	True
JKF63_06209	34	14.0	False
JKF63_06253	35	35.0	True
JKF63_06256	32	7.0	False
JKF63_06274	36	36.0	True
JKF63_06296	27	27.0	True
JKF63_06318	22	21.0	False
JKF63_06323	71	68.0	False
JKF63_06349	29	3.0	False
JKF63_06376	35	32.0	False
JKF63_06404	33	10.0	False
JKF63_06458	33	10.0	False
JKF63_06464	36	3.0	False
JKF63_06501	36	4.0	False
JKF63_06514	62	47.0	False
JKF63_06524	35	8.0	False
JKF63_06548	31	12.0	False
JKF63_06558	22	22.0	True
JKF63_06581	36	7.0	False
JKF63_06587	32	32.0	True
JKF63_06599	56	46.0	False
JKF63_06609	32	11.0	False
JKF63_06632	35	6.0	False
JKF63_06659	69	6.0	False
JKF63_06662	32	32.0	True
JKF63_06731	17	17.0	True
JKF63_06768	36	10.0	False
JKF63_06837	35	11.0	False
JKF63_06842	34	34.0	True
JKF63_06856	32	9.0	False
JKF63_06887	35	16.0	False
JKF63_06913	34	34.0	True
JKF63_07007	63	7.0	False
JKF63_07049	28	27.0	False
JKF63_07076	37	13.0	False
JKF63_07089	36	36.0	True
JKF63_07132	33	33.0	True
JKF63_07177	35	4.0	False
JKF63_07210	35	35.0	True
JKF63_07211	35	35.0	True
JKF63_07226	65	6.0	False
JKF63_07242	35	34.0	False
JKF63_07243	30	8.0	False
JKF63_07254	32	32.0	True
JKF63_07271	34	33.0	False
JKF63_07352	35	6.0	False
JKF63_07365	35	8.0	False
JKF63_07381	33	17.0	False
JKF63_07402	66	25.0	False
JKF63_07404	15	5.0	False
JKF63_07414	32	32.0	True
JKF63_07488	29	29.0	True
JKF63_07511	29	7.0	False
JKF63_07555	20	20.0	True
JKF63_07573	36	7.0	False
JKF63_07575	32	7.0	False
JKF63_07579	60	6.0	False
JKF63_07583	11	11.0	True
JKF63_07599	64	24.0	False
JKF63_07601	33	28.0	False
JKF63_07802	32	32.0	True
JKF63_07834	31	6.0	False
JKF63_07886	35	17.0	False
JKF63_07890	33	11.0	False
JKF63_07953	36	21.0	False
LAEL147_000012300	10		False
LAEL147_000028000	50	6.0	False
LAEL147_000055500	33	33.0	True
LAEL147_000059900	66	6.0	False
LAEL147_000070700	16	16.0	True
LAEL147_000081000	29	29.0	True
LAEL147_000102500	35	9.0	False
LAEL147_000104500	12	12.0	True
LAEL147_000104700	33	33.0	True
LAEL147_000109200	29	6.0	False
LAEL147_000138000	17	17.0	True
LAEL147_000138800	15	15.0	True
LAEL147_000149500	31	2.0	False
LAEL147_000152200	14	14.0	True
LAEL147_000163900	30	30.0	True
LAEL147_000165800	27	6.0	False
LAEL147_000195000	40	6.0	False
LAEL147_000197900	12		False
LAEL147_000210900	32	31.0	False
LAEL147_000213300	35	35.0	True
LAEL147_000217500	35	6.0	False
LAEL147_000218800	105	12.0	False
LAEL147_000233100	32	32.0	True
LAEL147_000234200	10	3.0	False
LAEL147_000242400	64	17.0	False
LAEL147_000245100	35	7.0	False
LAEL147_000253200	18	16.0	False
LAEL147_000256900	35	16.0	False
LAEL147_000322900	27	27.0	True
LAEL147_000345400	30	11.0	False
LAEL147_000352400	32	32.0	True
LAEL147_000372800	11	11.0	True
LAEL147_000385200	34	34.0	True
LAEL147_000388900	34	11.0	False
LAEL147_000425900	21	4.0	False
LAEL147_000436800	34	10.0	False
LAEL147_000440300	13	13.0	True
LAEL147_000445900	16	16.0	True
LAEL147_000453600	63	51.0	False
LAEL147_000462900	44	16.0	False
LAEL147_000466400	34	34.0	True
LAEL147_000473500	36	6.0	False
LAEL147_000492800	11	11.0	True
LAEL147_000499900	35	6.0	False
LAEL147_000520800	62	17.0	False
LAEL147_000537100	35	35.0	True
LAEL147_000549700	28	28.0	True
LAEL147_000575900	20	3.0	False
LAEL147_000579000	50	7.0	False
LAEL147_000598500	36	27.0	False
LAEL147_000604900	30	30.0	True
LAEL147_000605200	14	6.0	False
LAEL147_000611600	24	23.0	False
LAEL147_000613000	11		False
LAEL147_000622400	22	22.0	True
LAEL147_000630700	23	23.0	True
LAEL147_000636100	35	6.0	False
LAEL147_000662700	33	32.0	False
LAEL147_000670200	30	15.0	False
LAEL147_000673600	36	36.0	True
LAEL147_000674600	113	11.0	False
LAEL147_000681100	33	6.0	False
LAEL147_000701500	67	6.0	False
LAEL147_000708000	34	10.0	False
LAEL147_000747300	38		False
LAEL147_000750400	65	20.0	False
LAEL147_000755300	112	12.0	False
LAEL147_000757400	30	30.0	True
LAEL147_000761200	120	6.0	False
LAEL147_000766700	52	51.0	False
LAEL147_000773000	26	6.0	False
LAEL147_000776700	34	34.0	True
LAEL147_000814400	36	12.0	False
LAEL147_000834800	34	10.0	False
LAEL147_000837400	34	6.0	False
LAEL147_000840800	21	20.0	False
LAEL147_000859000	31	5.0	False
LAEL147_000860800	35	16.0	False
LAEL147_000879700	67	6.0	False
LAMA_000036900	10	1.0	False
LAMA_000044700	32	32.0	True
LAMA_000063900	22	4.0	False
LAMA_000064000	19	2.0	False
LAMA_000071300	27	27.0	True
LAMA_000079100	67	66.0	False
LAMA_000090100	35	6.0	False
LAMA_000094600	35	8.0	False
LAMA_000102900	62	26.0	False
LAMA_000104700	59	12.0	False
LAMA_000106900	10		False
LAMA_000127600	11	8.0	False
LAMA_000130700	27	27.0	True
LAMA_000160600	20	20.0	True
LAMA_000179700	19	19.0	True
LAMA_000184500	26	26.0	True
LAMA_000187200	23	23.0	True
LAMA_000188600	30	30.0	True
LAMA_000197000	24	1.0	False
LAMA_000197200	10	10.0	True
LAMA_000231700	34	34.0	True
LAMA_000237800	60	6.0	False
LAMA_000239400	31	31.0	True
LAMA_000240000	11		False
LAMA_000245500	35	35.0	True
LAMA_000250800	311	15.0	False
LAMA_000268100	31	7.0	False
LAMA_000270900	29	7.0	False
LAMA_000315600	15	15.0	True
LAMA_000320900	30	30.0	True
LAMA_000335000	62	58.0	False
LAMA_000335800	48	48.0	True
LAMA_000351300	38	6.0	False
LAMA_000354200	26	25.0	False
LAMA_000357700	65	23.0	False
LAMA_000367500	34	7.0	False
LAMA_000396500	35	6.0	False
LAMA_000423100	39	13.0	False
LAMA_000423500	24	24.0	True
LAMA_000427100	32	32.0	True
LAMA_000433300	59	58.0	False
LAMA_000438200	25	24.0	False
LAMA_000445000	10	10.0	True
LAMA_000450100	61	28.0	False
LAMA_000455700	35	6.0	False
LAMA_000461800	28	28.0	True
LAMA_000488800	35	35.0	True
LAMA_000504400	67	16.0	False
LAMA_000530200	19	6.0	False
LAMA_000544200	10		False
LAMA_000555600	56	56.0	True
LAMA_000559500	34	34.0	True
LAMA_000561500	11	11.0	True
LAMA_000572400	11	2.0	False
LAMA_000577800	27	6.0	False
LAMA_000579100	64	18.0	False
LAMA_000579600	19	8.0	False
LAMA_000592700	63	18.0	False
LAMA_000593000	66	10.0	False
LAMA_000606200	24	23.0	False
LAMA_000620600	11	1.0	False
LAMA_000648100	34	5.0	False
LAMA_000668000	30	30.0	True
LAMA_000669400	37	6.0	False
LAMA_000670200	65	64.0	False
LAMA_000683000	25	6.0	False
LAMA_000705400	28	9.0	False
LAMA_000708200	68	25.0	False
LAMA_000720900	23	11.0	False
LAMA_000721100	35	34.0	False
LAMA_000737000	31	10.0	False
LAMA_000754000	11		False
LAMA_000783700	27	14.0	False
LAMA_000800600	36	36.0	True
LAMA_000819100	57	52.0	False
LARLEM1108_000015900	33	33.0	True
LARLEM1108_020006800	10	6.0	False
LARLEM1108_060018600	12	2.0	False
LARLEM1108_070007400	28	28.0	True
LARLEM1108_080006100	33	33.0	True
LARLEM1108_080010400	20	20.0	True
LARLEM1108_100005000	12		False
LARLEM1108_100012300	10	10.0	True
LARLEM1108_110012800	15	2.0	False
LARLEM1108_120007900	32	32.0	True
LARLEM1108_120009300	34	34.0	True
LARLEM1108_140008600	31	31.0	True
LARLEM1108_150009400	32	32.0	True
LARLEM1108_150013400	60	6.0	False
LARLEM1108_160012500	10	10.0	True
LARLEM1108_170013900	36	36.0	True
LARLEM1108_170016800	67	6.0	False
LARLEM1108_170020200	10	10.0	True
LARLEM1108_180009900	34	6.0	False
LARLEM1108_180012100	24	24.0	True
LARLEM1108_200016300	35	35.0	True
LARLEM1108_200023600	51	50.0	False
LARLEM1108_210019900	33	23.0	False
LARLEM1108_220015800	32	32.0	True
LARLEM1108_230025000	34	10.0	False
LARLEM1108_240024700	61	60.0	False
LARLEM1108_250007000	60	59.0	False
LARLEM1108_250021300	31	5.0	False
LARLEM1108_260007800	59	5.0	False
LARLEM1108_270007600	34	34.0	True
LARLEM1108_270028500	26	7.0	False
LARLEM1108_280021400	45	8.0	False
LARLEM1108_290010100	33	32.0	False
LARLEM1108_290020400	11	11.0	True
LARLEM1108_290020500	10	10.0	True
LARLEM1108_290023100	25	13.0	False
LARLEM1108_300019800	63	19.0	False
LARLEM1108_300035700	64	64.0	True
LARLEM1108_310009400	10		False
LARLEM1108_310024300	33	33.0	True
LARLEM1108_310034500	26	25.0	False
LARLEM1108_320006800	45	45.0	True
LARLEM1108_340006100	11	11.0	True
LARLEM1108_340015000	35	9.0	False
LARLEM1108_340015200	34	34.0	True
LARLEM1108_340030300	33	6.0	False
LARLEM1108_350013000	21	21.0	True
LARLEM1108_350015900	37	11.0	False
LARLEM1108_350033100	12	2.0	False
LARLEM1108_360023300	33	12.0	False
LARLEM1108_360062000	67	65.0	False
LBRM2903_000006200	63	3.0	False
LBRM2903_010014000	23	23.0	True
LBRM2903_020008100	23	23.0	True
LBRM2903_030007700	13	6.0	False
LBRM2903_040007500	32	7.0	False
LBRM2903_050017600	28	27.0	False
LBRM2903_060012300	30	30.0	True
LBRM2903_060014500	35	35.0	True
LBRM2903_070009900	13	13.0	True
LBRM2903_070010300	30	8.0	False
LBRM2903_070012500	34	30.0	False
LBRM2903_080011600	32	26.0	False
LBRM2903_080013700	18	2.0	False
LBRM2903_090009300	41	40.0	False
LBRM2903_100017200	67	18.0	False
LBRM2903_100017800	32	6.0	False
LBRM2903_110012800	21	21.0	True
LBRM2903_110014100	15	15.0	True
LBRM2903_110021800	30	30.0	True
LBRM2903_130007400	86	8.0	False
LBRM2903_130011200	32	6.0	False
LBRM2903_140019400	27	7.0	False
LBRM2903_180010600	33	33.0	True
LBRM2903_180014000	34	33.0	False
LBRM2903_190016200	56	55.0	False
LBRM2903_200010200	48	47.0	False
LBRM2903_200017200	24	10.0	False
LBRM2903_200062800	34	34.0	True
LBRM2903_200069600	31	8.0	False
LBRM2903_210009300	28		False
LBRM2903_210012500	14	14.0	True
LBRM2903_210017500	114	12.0	False
LBRM2903_210025000	65	19.0	False
LBRM2903_220005500	17	17.0	True
LBRM2903_220011800	33	14.0	False
LBRM2903_220016400	35	9.0	False
LBRM2903_230017500	30	30.0	True
LBRM2903_230020800	32	32.0	True
LBRM2903_230030300	29	29.0	True
LBRM2903_240030100	56	31.0	False
LBRM2903_250008000	32	32.0	True
LBRM2903_250013800	35	6.0	False
LBRM2903_250015500	35	35.0	True
LBRM2903_250016700	30	30.0	True
LBRM2903_250016900	35	10.0	False
LBRM2903_260019800	36	36.0	True
LBRM2903_260021700	31	15.0	False
LBRM2903_260022200	99	12.0	False
LBRM2903_270029100	117	13.0	False
LBRM2903_280020600	27	27.0	True
LBRM2903_290016300	32	32.0	True
LBRM2903_300044500	62	61.0	False
LBRM2903_310017400	11	11.0	True
LBRM2903_310024500	33	8.0	False
LBRM2903_310030200	25	25.0	True
LBRM2903_320012900	27	27.0	True
LBRM2903_320034900	32	32.0	True
LBRM2903_320040300	63	6.0	False
LBRM2903_320051700	69	49.0	False
LBRM2903_330007200	29	29.0	True
LBRM2903_330030900	32	32.0	True
LBRM2903_330038400	23	23.0	True
LBRM2903_340051800	33	33.0	True
LBRM2903_350005100	25	4.0	False
LBRM2903_350041300	31	4.0	False
LBRM2903_350044100	28	27.0	False
LBRM2903_350058600	22	4.0	False
LDHU3_01.0880	15	15.0	True
LDHU3_03.0990	62	8.0	False
LDHU3_10.1260	63	6.0	False
LDHU3_12.1370	30	30.0	True
LDHU3_13.0640	34	34.0	True
LDHU3_13.1170	69	20.0	False
LDHU3_17.2150	42	12.0	False
LDHU3_18.0300	14	14.0	True
LDHU3_19.0120	55	16.0	False
LDHU3_24.2770	35	9.0	False
LDHU3_27.1680	35	30.0	False
LDHU3_28.3170	34	34.0	True
LDHU3_30.0980	11		False
LDHU3_30.1780	35	35.0	True
LDHU3_30.3390	29	7.0	False
LDHU3_30.4820	62	12.0	False
LDHU3_31.3400	19	19.0	True
LDHU3_31.3800	33	10.0	False
LDHU3_32.1860	41	17.0	False
LDHU3_32.4290	63	20.0	False
LDHU3_32.4310	30	30.0	True
LDHU3_33.0280	35	9.0	False
LDHU3_33.4930	108	14.0	False
LDHU3_34.3830	43		False
LDHU3_35.2930	35	35.0	True
LDHU3_35.4850	19	19.0	True
LENLEM3045_000011400	29	14.0	False
LENLEM3045_000026400	25	25.0	True
LENLEM3045_030007900	29	29.0	True
LENLEM3045_040006900	19	3.0	False
LENLEM3045_060005700	12	12.0	True
LENLEM3045_060010300	32	30.0	False
LENLEM3045_080006800	34	34.0	True
LENLEM3045_080010500	58	6.0	False
LENLEM3045_080014300	33	11.0	False
LENLEM3045_110017200	34	10.0	False
LENLEM3045_140016300	36	36.0	True
LENLEM3045_150011000	36	36.0	True
LENLEM3045_160005900	34	34.0	True
LENLEM3045_160009700	17	3.0	False
LENLEM3045_160019900	36	35.0	False
LENLEM3045_160020000	717	61.0	False
LENLEM3045_200017600	35	11.0	False
LENLEM3045_210020100	11	11.0	True
LENLEM3045_210020300	35	4.0	False
LENLEM3045_210021700	47	46.0	False
LENLEM3045_210022100	23	23.0	True
LENLEM3045_210027700	10	10.0	True
LENLEM3045_230013200	39	13.0	False
LENLEM3045_230018000	34	34.0	True
LENLEM3045_230019400	11	11.0	True
LENLEM3045_240017200	14	14.0	True
LENLEM3045_240019700	73	20.0	False
LENLEM3045_240020500	35	6.0	False
LENLEM3045_250017700	12	12.0	True
LENLEM3045_260022900	35	35.0	True
LENLEM3045_260023200	33	33.0	True
LENLEM3045_270013100	57	18.0	False
LENLEM3045_270018600	15	12.0	False
LENLEM3045_270029800	27	10.0	False
LENLEM3045_290008300	29	29.0	True
LENLEM3045_290016800	103	19.0	False
LENLEM3045_290024000	37	22.0	False
LENLEM3045_290029000	34	10.0	False
LENLEM3045_290034300	66	6.0	False
LENLEM3045_300014200	22	22.0	True
LENLEM3045_300016300	34	6.0	False
LENLEM3045_300023000	34	34.0	True
LENLEM3045_300030500	35	33.0	False
LENLEM3045_300031200	31	1.0	False
LENLEM3045_300040600	33	22.0	False
LENLEM3045_310006900	25	13.0	False
LENLEM3045_310010400	15	13.0	False
LENLEM3045_310015500	35	7.0	False
LENLEM3045_320009400	27	26.0	False
LENLEM3045_320028400	36	10.0	False
LENLEM3045_330015600	30	30.0	True
LENLEM3045_330030500	31	31.0	True
LENLEM3045_330039200	30	30.0	True
LENLEM3045_340007600	66	35.0	False
LENLEM3045_340010600	32	32.0	True
LENLEM3045_340024900	41		False
LENLEM3045_350014000	22	22.0	True
LENLEM3045_350016300	12	1.0	False
LENLEM3045_350029100	43	17.0	False
LENLEM3045_350053100	36	35.0	False
LENLEM3045_360008400	28	28.0	True
LENLEM3045_360018900	33	33.0	True
LENLEM3045_360027400	64	21.0	False
LENLEM3045_360079300	17	17.0	True
LGELEM452_010013100	16	16.0	True
LGELEM452_040016400	34	34.0	True
LGELEM452_060006700	36	6.0	False
LGELEM452_060014100	33	30.0	False
LGELEM452_090006300	11	11.0	True
LGELEM452_090017300	36	12.0	False
LGELEM452_090019000	30	8.0	False
LGELEM452_110005000	13	13.0	True
LGELEM452_130012200	34	14.0	False
LGELEM452_130016800	22	22.0	True
LGELEM452_160008800	28	27.0	False
LGELEM452_160012900	13	13.0	True
LGELEM452_160019500	10	2.0	False
LGELEM452_170010500	30	30.0	True
LGELEM452_180012400	25	11.0	False
LGELEM452_210015100	32	32.0	True
LGELEM452_210016300	30	30.0	True
LGELEM452_230007400	14	14.0	True
LGELEM452_230020800	55	15.0	False
LGELEM452_240005100	10	10.0	True
LGELEM452_240011700	65	38.0	False
LGELEM452_250008700	35	33.0	False
LGELEM452_270022800	23	22.0	False
LGELEM452_290005400	34	34.0	True
LGELEM452_290014700	38	9.0	False
LGELEM452_300015300	19	19.0	True
LGELEM452_300017900	34	6.0	False
LGELEM452_310016900	30	30.0	True
LGELEM452_320022600	34	34.0	True
LGELEM452_330007500	31	31.0	True
LGELEM452_330032100	15	15.0	True
LGELEM452_340025500	128	8.0	False
LGELEM452_340026000	38	12.0	False
LGELEM452_340027300	25	25.0	True
LGELEM452_340035300	32	32.0	True
LGELEM452_360010300	66	7.0	False
LGELEM452_360036400	62	8.0	False
LINF_040014700	34	34.0	True
LINF_050008700	33	33.0	True
LINF_050012400	34	6.0	False
LINF_060009300	10		False
LINF_070011800	29	29.0	True
LINF_080007100	30	30.0	True
LINF_080015600	61	7.0	False
LINF_090008400	34	34.0	True
LINF_130005200	63	62.0	False
LINF_130018400	35	32.0	False
LINF_170009200	34	13.0	False
LINF_170012400	29	6.0	False
LINF_190010900	32	32.0	True
LINF_200005300	243	23.0	False
LINF_220010400	27	6.0	False
LINF_230010200	59	19.0	False
LINF_260009900	23	5.0	False
LINF_270018300	22	13.0	False
LINF_280021100	32	32.0	True
LINF_280035600	14	11.0	False
LINF_290013100	34	30.0	False
LINF_300012400	17	17.0	True
LINF_300012500	63	6.0	False
LINF_300022100	11	11.0	True
LINF_310034900	24	23.0	False
LINF_320031900	28	27.0	False
LINF_330008100	10	10.0	True
LINF_330035100	33	33.0	True
LINF_330038700	18	18.0	True
LINF_340005700	57	5.0	False
LINF_340041700	28	28.0	True
LINF_340043900	26	25.0	False
LINF_350034300	33	33.0	True
LINF_350037600	34	34.0	True
LINF_360031000	15	15.0	True
LINF_360038300	21	6.0	False
LINF_360047900	35	35.0	True
LINF_360048100	64	63.0	False
LINF_360064600	31	31.0	True
LINF_360064800	32	7.0	False
LINF_360071300	10	10.0	True
LMARLEM2494_000008600	11		False
LMARLEM2494_000014300	36	14.0	False
LMARLEM2494_000024100	43	7.0	False
LMARLEM2494_000025700	35	35.0	True
LMARLEM2494_010010100	31	9.0	False
LMARLEM2494_030008300	28	28.0	True
LMARLEM2494_040010900	25	13.0	False
LMARLEM2494_040013400	23	2.0	False
LMARLEM2494_050009100	35	11.0	False
LMARLEM2494_050012800	19		False
LMARLEM2494_060009200	29	29.0	True
LMARLEM2494_060009300	71	2.0	False
LMARLEM2494_070005800	65	12.0	False
LMARLEM2494_070011000	47	6.0	False
LMARLEM2494_070012800	34	6.0	False
LMARLEM2494_070015100	27	5.0	False
LMARLEM2494_070015300	15	15.0	True
LMARLEM2494_080008400	12	12.0	True
LMARLEM2494_080010900	22	22.0	True
LMARLEM2494_080012800	32	32.0	True
LMARLEM2494_090018000	35	35.0	True
LMARLEM2494_090018700	37	37.0	True
LMARLEM2494_100011600	30	26.0	False
LMARLEM2494_100013500	29	29.0	True
LMARLEM2494_100017700	27	7.0	False
LMARLEM2494_110016100	35	35.0	True
LMARLEM2494_110018200	37	11.0	False
LMARLEM2494_120008500	26	26.0	True
LMARLEM2494_120008900	12	4.0	False
LMARLEM2494_120013800	26		False
LMARLEM2494_130013100	33	18.0	False
LMARLEM2494_130014200	36	11.0	False
LMARLEM2494_130016300	67	26.0	False
LMARLEM2494_140009200	80	79.0	False
LMARLEM2494_140011100	25	25.0	True
LMARLEM2494_150005600	34	34.0	True
LMARLEM2494_160019400	24	24.0	True
LMARLEM2494_170007000	32	8.0	False
LMARLEM2494_170008200	48	48.0	True
LMARLEM2494_170009900	35	35.0	True
LMARLEM2494_170018700	33	32.0	False
LMARLEM2494_170020000	18	18.0	True
LMARLEM2494_180005100	127	43.0	False
