Ortholog_Group	Gene ID	uniprot	pLDDT_mean
EMOLV88_360044400	TcCL_ESM03721	A0A2V2VZ84	85.0
ECC02_004048	TcCLB.506817.40	Q4D603	85.0
LMARLEM2494_190005800	TcBrA4_0085590	A0A2V2UKW8	85.0
TcCL_ESM05204	TcCLB.509601.110	Q4DK74	85.0
TcIL3000.A.H_000916200	TcCLB.508643.30	Q4CXP5	85.0
EMOLV88_130006200	LINF_130006300	A4HVF0	85.0
TcIL3000_8_3410	TRSC58_05988	A0A061IW69	85.0
LbrM.34.2.003970	LINF_350045400	A4IBT7	85.0
LbrM.29.2.000520	TEOVI_000705200	A0A1G4HYB6	85.0
TcCL_NonESM08643	TcCLB.509503.9	Q4CMK6	85.0
TcSYL_0199340	TcCLB.510099.100	Q4DAE3	85.0
Lsey_0279_0110	LINF_210025200	A4HZF4	85.0
TcYC6_0033540	TcCLB.508221.414	Q4E5V8	85.0
PCON_0003290	TcIL3000.11.2470	G0UZN6	85.0
ADEAN_000195700	LPMP_341240	A0A088S2H3	85.0
TCSYLVIO_007364	TcCLB.511203.29	Q4CTY9	85.0
C3747_475g12	C3747_5g842	A0A2V2XKP4	85.0
Baya_046_0050	LINF_280016500	A4I3I4	85.0
LtaPh_9904001	LtaPh_9904001	A0A640KWB0	85.0
ADEAN_000461900	TcCLB.504109.140	Q4DR34	85.0
LTRL590_300038700	TcCLB.510443.40	Q4CPJ6	85.0
TCSYLVIO_004571	TCDM_10573	V5B721	85.0
LSM04_008141	Tb927.11.10510	Q383M8	85.0
LSM04_006483	TcCLB.511189.54	Q4D854	85.0
LMARLEM2494_140009200	LpyrH10_17_0430	A0A0M9FWA0	85.0
TcSYL_0107860	C3747_19g3	A0A2V2UMQ1	85.0
TcIL3000.A.H_000367200	Tb927.4.1870	Q583K6	85.0
Tbg972.11.12130	LpyrH10_06_2930	A0A0M9G3N7	85.0
Tb427_040018300	Tb427.04.1600	Q581S1	85.0
TvY486_0804560	TcCLB.508839.20	Q4D5L4	85.0
Lsey_0117_0150	LINF_360016700	A4ICM5	85.0
Tb11.v5.0120	Tb11.v5.0120	A0A1V0FYC2	85.0
Lsey_0075_0010	LbrM.35.2230	A4HP68	85.0
TcCLB.506457.130	TM35_000122440	A0A1X0NZ37	85.0
Tb927.9.16640	Tb927.3.150	Q57TS0	85.0
TvY486_0100300	TcCLB.511421.110	Q4DWQ3	85.0
LMARLEM2494_260027800	TcBrA4_0095910	A0A2V2WGU1	85.0
PCON_0020280	TCDM_03120	A0A2V2WDH9	85.0
Baya_037_0300	TcCLB.508257.260	Q4DX30	85.0
LtaP18.0840	LINF_180013500	A4HXV7	85.0
TM35_000431410	TcCLB.504131.120	Q4DMC1	85.0
TcSYL_0154790	C3747_3g829	A0A2V2XM55	85.0
DQ04_02471080	TM35_000311030	A0A1X0NMK3	85.0
TCDM_10772	TCDM_09688	V5B4X0	85.0
BSAL_51115	TcCLB.511287.90	Q4DJ02	85.0
Baya_001_1470	ADEAN_000465900	S9VW82	85.0
TcCL_ESM10064	TCSYLVIO_008557	A0A2V2XL19	85.0
TvY486_0706430	BSAL_03855	A0A0S4KEA9	85.0
TM35_000054670	C4B63_26g152	A0A2V2VE97	85.0
TcBrA4_0021990	TcCLB.508761.229	Q4DVA7	85.0
LSCM1_00843	TcCLB.511459.50	Q4CWU5	85.0
TcCL_NonESM09916	TcCLB.509949.9	Q4CQN2	85.0
TM35_000341320	TM35_000341320	A0A1X0NMZ6	85.0
ADEAN_000383800	Tb927.11.13950	Q382E2	85.0
TRSC58_05456	TcCLB.511277.359	Q4E5F8	85.0
PCON_0009250	TcCLB.506559.210	Q4E5A9	85.0
BSAL_45060	Tb927.11.13980	Q382D9	85.0
BSAL_44245	Tb927.11.13880	Q382E9	85.0
CFAC1_250027000	LpyrH10_09_1950	A0A0M9G141	85.0
JKF63_00466	LINF_290028500	A4I4R8	85.0
Baya_145_0200	TcCLB.508917.40	Q4D1J0	85.0
TvY486_1107020	Tb927.11.6670	Q385A2	85.0
CFAC1_280058000	LINF_360061100	A4IDT8	85.0
BSAL_81770	LINF_280005100	A4I375	85.0
TcIL3000.A.H_000108900	TcIL3000_0_13820	F9WGM5	85.0
GH5_01686	LINF_310038000	A4I797	85.0
TcCL_NonESM07002	ECC02_010624	A0A7J6XQW1	85.0
ADEAN_000154700	LbrM.35.0330	A4HNN3	85.0
TCDM_12476	TCDM_12476	A0A2V2V2G8	85.0
PCON_0073470	TcCLB.507187.9	Q4CPP4	85.0
LSM04_002918	Lsey_0267_0150	A0A0N1PBX3	85.0
ADEAN_000052300	LbrM.35.5300	A0A3P3ZJI0	85.0
BSAL_70765	TRSC58_04742	A0A061J0G4	85.0
EMOLV88_100013400	LpyrH10_22_1680	A0A0M9FUA1	85.0
Tb1125.Tb10.v4.0041	Tb927.10.4510	Q38BF0	84.0
CFAC1_260055700	TcCLB.504027.10	Q4CNJ2	84.0
TcIL3000.A.H_000853200	LbrM.19.0670	A4H9Z3	84.0
Tc_MARK_3660	TcCLB.509733.170	Q4DWB5	84.0
ADEAN_000772700	TcCLB.504033.180	Q4DR66	84.0
Tb427_000639000	TvY486_0017980	F9WNH3	84.0
ADEAN_000338000	LINF_110019700	A4HV44	84.0
DQ04_04261060	TcCLB.511249.20	Q4DDY7	84.0
ADEAN_000950900	LMJLV39_100007000	Q4QHJ7	84.0
DQ04_13621000	Tb927.6.1140	Q585D3	84.0
BSAL_77515	TcCLB.503885.40	Q4D4K3	84.0
TvY486_1012210	TcCLB.511261.20	Q4DL28	84.0
Tb427_000513300	Tb427_000252800	M4SUR1	84.0
LmxM.36.3820	LdBPK_364010.1	A0A6J8FRN0	84.0
DQ04_00041040	BSAL_13900	A0A0S4J9G3	84.0
Tb427.06.4660	Tbg972.6.4480	C9ZRE0	84.0
DQ04_00061010	TEOVI_000594000	A0A1G4I4M2	84.0
CUR178_07038	LINF_180012800	A4HXV0	84.0
BSAL_57820	TcIL3000_5_3300	G0ULU5	84.0
BSAL_76475	ADEAN_000785500	S9VH07	84.0
Tb427_040024000	TcCLB.506559.484	Q4E579	84.0
CFAC1_200031000	TcCLB.508153.120	Q4E680	84.0
CFAC1_260035900	ADEAN_000564300	T1YUG1	84.0
LPAL13_240023000	LINF_240021700	E9AH69	84.0
TRSC58_03771	BCY84_00802	A0A2V2V5T9	84.0
Baya_017_0240	TcCLB.509695.60	Q4DTR3	84.0
TcBrA4_0012770	TRSC58_00429	A0A3R7N8E7	84.0
DQ04_01211030	Tb927.11.14430	Q381Z4	84.0
ECC02_007140	LINF_340016900	A4I9Q6	84.0
Baya_335_0050	Tb927.10.12200	Q389C3	84.0
TcCL_ESM09616	TRSC58_04663	A0A061IYA3	84.0
Baya_359_0020	LINF_290036500	A4I4Y1	84.0
TM35_000054260	Tb927.11.490	Q387K2	84.0
BSAL_37645	BSAL_37645	A0A0S4JLV3	84.0
TcCL_ESM04153	TcCLB.503571.19	Q4CSS4	84.0
TvY486_0704520	Tb927.7.4440	Q57X60	84.0
TcSYL_0087990	TcCLB.508767.10	Q4CM39	84.0
PCON_0021160	LINF_230025400	A4I0L8	84.0
BCY84_02860	TcCLB.508771.20	Q4D409	84.0
PCON_0014690	Tb11.v5.0236	Q38B82	84.0
LSCM1_07814	TRSC58_00446	A0A3R7LPS5	84.0
BSAL_87325	TcCLB.508741.100	Q4CZ18	84.0
JIQ42_03407	TEOVI_000064500	A0A1G4IAG3	84.0
Tb427_080009900	Tb927.8.970	Q57XH8	84.0
LpyrH10_04_3600	Tb927.6.2400	Q584R6	84.0
TEOVI_000184800	LINF_360045800	A4ID27	84.0
CFAC1_270037000	TcCLB.508707.10	Q4E277	84.0
LpyrH10_14_1270	Tb927.10.1170	Q38CC3	84.0
Baya_006_0650	Tb927.6.2830	Q583Q1	84.0
Tc_MARK_8075	TCSYLVIO_008345	A0A2V2V947	84.0
TvY486_1005050	TcCLB.506677.30	Q4CPK1	84.0
ADEAN_000611800	TcCLB.508153.200	Q4E670	84.0
BSAL_49565	C4B63_40g99	A0A2V2V6X8	84.0
BSAL_65935	LDHU3_25.0190	A0A504WVE4	84.0
TM35_000121330	TcCLB.508951.29	Q4D3P4	84.0
C4B63_39g368	TcCL_NonESM09079	A0A2V2UWP8	84.0
TcIL3000.A.H_000932400	TRSC58_04182	A0A061J1Z8	84.0
LtaP27.0160	Tb927.3.750	Q57WV8	84.0
LpyrH10_14_0320	TcCLB.508951.10	Q4D3P6	84.0
TcYC6_0095720	ECC02_000212	A0A2V2WPW2	84.0
TcIL3000.A.H_000647700	LINF_260025300	A4I2C8	84.0
TvY486_0302720	TcCLB.508153.260	Q4E664	84.0
TvY486_1010370	TvY486_1010370	G0U7Y6	84.0
TRSC58_07011	ADEAN_000871700	A0A7G2CMY0	84.0
Tb927.5.3890	LINF_160006000	A4HWQ8	84.0
LSM04_007971	TM35_000222680	A0A1X0NTF8	84.0
LSM04_003886	TcCLB.506883.34	Q4D569	84.0
BSAL_87245	Tbg972.9.5340	C9ZYF9	84.0
LSM04_008019	TM35_000082710	A0A1X0P193	84.0
LSM04_006348	LPMP_170050	A0A088RM93	84.0
Tb927.7.330	Tb927.7.330	Q57U21	84.0
TcIL3000_3_2190	TcIL3000_0_11270	F9WFU8	84.0
ADEAN_000412100	Tb927.9.11510	Q38DN7	84.0
LSM04_007104	Tb927.11.9480	Q383Y1	84.0
Tb1125.Tb11.v5.0313	Tb427_000051700	M4SVY8	84.0
TcIL3000_7_4130	Tb927.7.4930	Q57XA9	84.0
C3747_430g6	TCDM_11866	V5B8D9	84.0
TcSYL_0041440	TcIL3000.A.H_000157100	Q4GYX7	84.0
PCON_0074940	LINF_330042100	A4I9G1	84.0
PCON_0019610	Tb927.11.1210	Q387D1	84.0
CFAC1_280065100	ADEAN_000062300	A0A7G2C396	84.0
LpyrH10_01_1330	TRSC58_00507	A0A061JCA7	84.0
TM35_000342500	LINF_360067300	A4IDY9	84.0
JKF63_00971	TcCLB.506247.210	A0A2V2V3Z6	84.0
TvY486_0904110	TcIL3000_9_3450	G0UU84	84.0
TvY486_0601440	TcCLB.504071.70	Q4D753	84.0
Tbg972.5.1730	LbrM.23.1700	A4HD30	84.0
TcIL3000_0_59280	LDHU3_26.3400	A0A3S7X098	84.0
TcBrA4_0019300	TcCLB.508989.110	Q4DAD0	84.0
LDHU3_13.1170	TcCLB.511859.70	Q4DLQ5	84.0
LMJFC_360039500	LINF_360035000	A4ICH8	84.0
PCON_0045590	Tb927.10.11020	Q389N7	84.0
PCON_0072150	LINF_120017400	E9AGJ4	84.0
LpyrH10_34_0810	TcIL3000_0_16970	F9WHK4	84.0
DQ04_00151230	ADEAN_000422000	S9VMW6	84.0
CUR178_02161	Lsey_0035_0420	A0A0N1PEQ3	84.0
TcIL3000_10_7630	TcCLB.509791.100	Q4DNI6	84.0
CFAC1_250006500	LtaPh_2930900	A0A640KNE6	84.0
LmxM.30.0850	LINF_310013450	E9AHL0	84.0
JKF63_03399	LINF_270029200	A4I316	84.0
JIQ42_06103	TcCLB.506575.20	Q4D7W8	84.0
ADEAN_000055900	Tb927.11.10640	Q383L5	84.0
Tb1125.5.5510	Tb427_000199500	M4SZP7	84.0
Lsey_0476_0010	Lsey_0476_0010	A0A0N1HRJ3	84.0
Tb427_000769600	Tb927.2.950	Q585G7	84.0
CFAC1_280074700	LINF_360076800	A4ICB0	84.0
Baya_186_0030	TM35_000062170	A0A1X0P2R5	84.0
TcCLB.509455.140	C3747_93g8	A0A2V2UUF7	84.0
Tc_MARK_2921	TcCLB.506871.90	Q4DNK5	84.0
TcIL3000.A.H_000388700	ADEAN_000145700	A0A7G2C5I3	84.0
Baya_082_0250	TcCLB.511287.20	Q4DJ11	84.0
Tb427_000093300	Tb427_000515000	M4SU92	84.0
ADEAN_000076200	TM35_000341250	A0A1X0NM11	84.0
EMOLV88_270012900	LDHU3_27.1040	A0A3S7X0J8	84.0
BSAL_23940	LINF_230007000	A4I057	84.0
ADEAN_000629400	LINF_280027900	A4I3U1	84.0
TcIL3000.A.H_000842800	LINF_180007100	A4HXP7	84.0
Tc_MARK_9957	ECC02_009890	A0A7J6XTS0	84.0
LPAL13_230011200	ADEAN_000665500	A0A7G2CLM3	84.0
Tb427.07.6500	Tb427_000572000	M4T025	84.0
Baya_042_0310	Lsey_0155_0040	A0A0N1PCU9	84.0
BSAL_42100	LINF_260013400	A4I215	84.0
TcCL_NonESM00573	TcCLB.507023.230	Q4DZ62	84.0
TvY486_0402270	LDHU3_34.3410	A0A504WWJ1	84.0
LtaP36.0580	LINF_360011200	A4ICS8	84.0
TcIL3000.A.H_000027700	TcIL3000_0_15420	F9WH44	84.0
TcCL_ESM11468	TCDM_11122	V5D1G5	84.0
TcCL_ESM09861	TcCLB.507401.9	Q4CQ37	84.0
TcIL3000.A.H_000882800	BSAL_34755	A0A0S4JTN4	84.0
LSCM4_08196	TCDM_09350	V5AQ73	84.0
Baya_011_0840	TRSC58_03969	A0A061J1Y1	84.0
LSM04_001486	LpyrH10_21_0800	A0A0M9FUL0	84.0
TcCL_NonESM11739	TcCLB.504067.10	Q4CM79	84.0
TvY486_0302470	LINF_290034300	A4I4X3	84.0
TvY486_0601920	TRSC58_03600	A0A422P4W0	84.0
TvY486_1103030	BSAL_55005	A0A0S4IMN9	84.0
TCSYLVIO_007933	ECC02_011965	A0A7J6XM63	84.0
LSCM4_01196	LMJFC_350007000	E9AEJ4	84.0
Baya_047_0330	TcIL3000_9_4160	G0UUF2	84.0
Baya_092_0190	LbrM.29.0330	A0A3P3ZBF4	84.0
LINF_080015600	Tb927.5.2900	D6XGM6	84.0
PCON_0026740	Tb927.6.2460	Q584R0	84.0
Baya_014_0310	TvY486_0704510	G0TYR8	84.0
Baya_007_0330	Tb927.10.10120	Q389W5	84.0
PCON_0001490	Tb927.9.13070	Q38DB3	84.0
TcCL_NonESM09869	C3747_76g116	A0A2V2WNE8	84.0
PCON_0083590	Tb927.6.2510	Q584Q5	84.0
BSAL_19690	TcCLB.506977.30	Q4DBY6	84.0
LMJFC_290024100	LPMP_291610	A0A088RVS2	84.0
LSM04_007882	TcCLB.506669.10	Q4CR28	84.0
Tbg972.11.16880	Tb927.11.15030	Q381T2	84.0
TCDM_08926	C4B63_173g49	A0A2V2UMC5	84.0
TcIL3000_0_42300	Tb427.03.2290	Q582U2	84.0
TcCL_Unassigned04673	C4B63_28g202	A0A2V2VD04	84.0
LpyrH10_07_0440	TcCLB.503555.40	Q4CT42	84.0
TvY486_0021840	TcCLB.506737.10	Q4DGT0	84.0
Lsey_0203_0010	ADEAN_000457400	A0A7G2CBA4	84.0
Tb427_100131900	Tc_MARK_5004	A0A2V2UWF5	84.0
DQ04_04971010	ADEAN_000096000	A0A7G2C463	84.0
PCON_0073660	LdBPK_340670.1	A0A3Q8IFA3	84.0
TM35_000153040	TcCLB.504037.10	Q4CQ83	84.0
Baya_306_0020	Tb927.11.10480	Q383N1	84.0
ADEAN_000575600	BSAL_17520	A0A0S4JFE0	84.0
TCSYLVIO_000888	TcCLB.504225.10	Q4CMB2	84.0
C4B63_157g48	C4B63_119g29	A0A2V2UR11	84.0
CFAC1_080006500	TcCLB.511391.140	Q4DU60	84.0
DQ04_18181000	TRSC58_06436	A0A061ITJ6	84.0
LSM04_004205	TcG_07160	A0A2V2VFI7	84.0
LpyrH10_24_0970	BSAL_33690	A0A0S4JNJ1	84.0
Tc_MARK_3425	ADEAN_000400300	A0A7G2CBY6	84.0
Baya_112_0130	LINF_040006700	A0A381M9M8	84.0
LTULEM423_350010000	LPMP_340460	A0A088SIP4	84.0
Baya_060_0230	ADEAN_000545000	A0A7G2CGG7	84.0
LAMA_000561500	LbrM.28.0690	A0A3P3ZAK2	84.0
TcCLB.506749.30	TcCLB.506749.30	Q4CS04	84.0
LtaPh_3533151	TcCLB.510663.30	Q4D0Y0	84.0
LpyrH10_07_3130	LINF_330025200	A4I940	84.0
BSAL_53560	LINF_340041200	A4IAA9	84.0
DQ04_14141010	C3747_137g99	A0A2V2W966	84.0
TvY486_0905660	Tb927.9.11970	Q38DJ7	84.0
LDHU3_32.1860	BSAL_91515	A0A0S4J7K0	84.0
TvY486_1010840	ADEAN_000529300	A0A7G2CDA5	84.0
CFAC1_120018400	LMJFC_160016900	Q4QES0	84.0
LpyrH10_07_0080	TRSC58_00351	A0A061JBZ2	84.0
BSAL_34185	Tb927.5.1310	Q57VD2	84.0
CFAC1_140006400	LINF_180005500	A4HXN1	84.0
BSAL_27835	Lsey_0207_0040	A0A0N1I1Q1	84.0
PCON_0064420	Lsey_0490_0030	A0A0N1IHD2	84.0
DQ04_06551000	TcCLB.508863.10	Q4CPC6	84.0
LpyrH10_22_1060	Lsey_0080_0160	A0A0N0P6H0	84.0
TvY486_1101950	BSAL_42180	A0A0S4JP69	84.0
BCY84_12316	TcG_08336	A0A2V2W2H1	84.0
LTRL590_350007900	LINF_350007900	A4IAS9	84.0
Tb427.05.2740	TcCLB.507047.60	Q4DPT1	84.0
BSAL_21145	LINF_030005600	E9AG27	84.0
TRSC58_02682	TcCLB.507197.20	Q4CR99	84.0
TCSYLVIO_007006	C4B63_135g40	A0A2V2UNW2	84.0
BSAL_14360	BSAL_14360	A0A0S4JDL7	84.0
Tb427_030023000	LINF_250029300	A4I1S1	84.0
Tb427.01.1400	TvY486_0100610	G0TR49	84.0
Tc_MARK_7870	TcCLB.506605.90	Q4DUX2	84.0
DQ04_03481030	TM35_000016570	A0A1X0PBF4	84.0
TCSYLVIO_009425	TCDM_13439	V5AN99	84.0
TRSC58_02950	LINF_170014900	A4HXF6	84.0
TM35_000102400	C3747_44g92	A0A2V2WXB7	84.0
LSM04_002033	Tb927.11.6560	Q385B3	84.0
LbrM.09.2.001350	LINF_090020400	A4HU52	84.0
TvY486_1104340	TM35_000301930	A0A1X0NNS3	84.0
LSM04_003587	Tb927.11.7212	Q384U9	84.0
LMJFC_350068050	LMJFC_200023100	Q4QCM7	84.0
Tc_MARK_2320	Tb427.03.880	Q57WX1	84.0
DQ04_00461020	TcCLB.509769.66	Q4DKU7	84.0
PCON_0028430	TcCLB.506247.160	Q4E139	84.0
BSAL_71915	TcIL3000_10_5190	G0UWI8	84.0
EMOLV88_230012600	BSAL_74615	A0A0S4IXY1	84.0
TRSC58_04774	TcCLB.511003.90	Q4DNU1	84.0
TcG_00556	TcCLB.510661.129	Q4DUH9	84.0
LPAL13_270015700	LpyrH10_07_1110	A0A0M9G2M2	84.0
CFAC1_150033100	LINF_230026400	E9AH19	84.0
TcIL3000_8_2260	TcIL3000_8_2260	G0URJ5	84.0
C3747_28g36	TM35_000071870	A0A1X0P230	84.0
LAEL147_000840800	Lsey_0047_0210	A0A0N1ILM8	84.0
TevSTIB805.3.180	Tb927.11.19010	Q22KU7	84.0
C3747_113g91	Tb927.6.1510	Q585Q9	84.0
TevSTIB805.10.6130	LPMP_351390	A0A088SKD3	84.0
Tb1125.9.15620	Tb927.9.15580	Q38CV5	84.0
LMARLEM2494_320032000	BSAL_74750	A0A0S4J448	84.0
TM35_000152820	TcCLB.511067.10	Q4CW20	84.0
Baya_015_0740	TcCLB.511847.30	A0A2V2VY41	84.0
Baya_095_0230	Tb927.3.1760	Q57ZD5	84.0
TvY486_0603320	TcIL3000.A.H_000473900	Q585Y2	84.0
DQ04_00371130	TcCLB.508153.80	Q4E684	84.0
Baya_261_0090	Tbg972.11.1830	D0A5W5	84.0
DQ04_00221080	TcIL3000.11.3240	G0UZV7	84.0
TCSYLVIO_002394	ECC02_004633	A0A7J6Y6Z0	84.0
ADEAN_000584600	LINF_220010200	A4HZS5	84.0
Tb427.07.5060	Tb927.7.5060	Q57ZI3	84.0
ECC02_002552	ECC02_002552	A0A2V2X3V5	84.0
PCON_0012010	TvY486_1114740	G0U8R2	84.0
C3747_186g21	Tb427.08.3310	Q57YY2	84.0
BCY84_18991	C4B63_7g140	A0A2V2VW30	84.0
BSAL_69220	Lsey_0242_0150	A0A0N0P3Y1	84.0
Tb427.06.1400	Tb927.6.1400	Q585A7	84.0
BSAL_50530	Tb927.7.4310	Q57UR1	84.0
Baya_210_0090	LPAL13_290005800	A0A088RVA2	84.0
TRSC58_07082	TcCLB.507991.70	Q4DJF2	84.0
LtaP22.0470	LbrM.22.0430	A4HC94	84.0
TcG_12594	TCSYLVIO_002466	A0A2V2V7Y4	84.0
EMOLV88_310010500	Tb427.08.7740	Q57V93	84.0
TM35_000311220	LINF_240028400	A4I131	84.0
TevSTIB805.3.6180	Tb927.9.17850	Q38CN2	84.0
LPMP_061100	LINF_060017000	A4HT04	84.0
EMOLV88_090021200	ADEAN_000799600	A0A7G2CNE6	84.0
TRSC58_01583	LINF_210006600	A4HZ99	84.0
PCON_0056780	TcCLB.508479.120	Q4E2L2	84.0
TcIL3000.A.H_000520700	LINF_140020300	A4HW85	84.0
Lsey_0632_0010	Lsey_0632_0010	A0A0N0P2L4	84.0
TcG_11983	TcCLB.506393.189	Q4DL82	84.0
TvY486_0400400	LINF_340048200	A4IAH5	84.0
ADEAN_000646100	LINF_280014600	A4I3G7	84.0
TCSYLVIO_004265	Tb927.3.4900	Q582P5	84.0
Baya_009_0500	ADEAN_000754400	A0A7G2CJJ8	84.0
DQ04_01751070	TcCLB.506123.20	Q4CYD5	84.0
BSAL_26365	Tb927.6.3780	Q585X6	84.0
DQ04_03041100	TcCLB.508503.100	Q4D207	84.0
BSAL_27880	TcCLB.508277.180	Q4E0X8	84.0
Lsey_0012_0050	Lsey_0012_0050	A0A0N0P8I3	84.0
LSM04_000142	TvY486_0902620	G0U2D7	84.0
Baya_099_0090	TcCL_NonESM01876	A0A2V2WCU2	84.0
LSM04_001572	TCDM_06110	A0A2V2XGW9	84.0
C3747_1033g3	C4B63_43g85	A0A2V2V7J4	84.0
TM35_000043810	BSAL_22310	A0A0S4JGY9	84.0
Baya_024_0140	ADEAN_000665700	A0A7G2CJP0	84.0
PCON_0027110	BSAL_27170	A0A0S4JJZ6	84.0
BCY84_00620	Tc_MARK_3298	A0A2V2VF18	84.0
Baya_103_0020	TcCLB.511511.10	Q4DT81	84.0
TcIL3000_3_1450	ADEAN_000490800	A0A7G2CC92	84.0
TcCLB.507063.180	TcIL3000_5_3140	G0ULS8	84.0
Baya_031_0030	TcCLB.507997.60	Q4D5R9	84.0
TcIL3000.11.7340	TcCLB.508799.20	Q4DZL3	84.0
LMJFC_210028100	LdBPK_212000.1	E9BFI6	84.0
TevSTIB805.11_01.6920	LINF_110010500	A4HUW9	84.0
TevSTIB805.3.5810	TcCL_NonESM02794	A0A2V2VRM5	84.0
TcIL3000_8_4050	LINF_100015900	A4HUK4	84.0
LdCL_270032800	LtaPh_2726200	A0A640KJL2	84.0
Tb427_000371900	Tb427_000353400	A0A1J0RAI8	84.0
Tbg972.4.1690	BSAL_80515	A0A0S4IY58	84.0
TcIL3000_10_7790	LdCL_360067800	A0A504XII6	84.0
PCON_0068960	LdBPK_230160.1	E9BG36	84.0
LSCM4_05348	TcCLB.506977.70	Q4DBY2	84.0
CFAC1_040020800	Tb927.8.4660	Q57UY5	84.0
Tc_MARK_6084	BSAL_70380	A0A0S4IZ09	84.0
TcYC6_0095200	TcCLB.511491.170	Q4DHN4	84.0
TvY486_0703250	TcCLB.508323.40	Q4DFM0	84.0
TRSC58_00061	TcCLB.511423.80	Q4DGI3	84.0
TvY486_0900150	LbrM.35.2200	A4HP65	84.0
Tb1125.3.5540	LINF_290005900	A4I447	84.0
DQ04_02021150	TcCLB.509671.60	Q4DJZ8	84.0
LENLEM3045_340007600	LINF_340007400	A4I9J3	84.0
EMOLV88_320038700	TcCL_NonESM01852	A0A2V2WE64	84.0
TcCLB.503703.40	TcCLB.503703.40	Q4D867	84.0
C4B63_49g193	ECC02_009473	A0A7J6XT82	84.0
TcCL_ESM00400	Tb427tmp.02.0620	Q9U6A9	84.0
LSCM1_04563	TcCLB.508153.605	Q4E632	84.0
BSAL_53565	LINF_340041300	Q9GPZ9	84.0
PCON_0085630	BCY84_13527	A0A2V2VQK4	84.0
BSAL_15155	TcCLB.506529.320	Q4E5P9	84.0
Baya_014_0220	Tb427.07.4510	Q57X67	84.0
TCSYLVIO_008574	C3747_427g21	A0A2V2V0S5	84.0
PCON_0041120	TcCLB.508153.1080	Q4E5Y7	84.0
ADEAN_000971100	LINF_070006100	A4HT58	84.0
PCON_0014770	LINF_360014500	A0A6L0XSW2	84.0
ADEAN_001044800	LINF_100005700	A4HUB5	84.0
ECC02_003475	TvY486_1105660	G0UB95	84.0
TM35_000073710	BSAL_68570	A0A0S4KEE0	84.0
TvY486_0016640	TvY486_0020250	F9WP56	84.0
CFAC1_180030500	Lsey_0191_0140	A0A0N1IJ62	84.0
C4B63_92g12	TcCLB.422207.10	Q4CKL1	84.0
LSM04_008094	BCY84_18860	A0A2V2UTL6	83.0
TcIL3000_7_3040	TRSC58_00556	A0A061JE23	83.0
TRSC58_05251	TM35_000032250	A0A1X0P6B2	83.0
TcSYL_0014930	TcCLB.511277.10	Q4E5J3	83.0
CUR178_01519	TvY486_0402180	G0TUB8	83.0
Tb927.10.7750	TvY486_1007590	G0U756	83.0
Baya_026_0430	Tb1125.7.7380	Q6QA19	83.0
LSM04_004050	TM35_000022070	A0A1X0P7S0	83.0
Tb427.01.2100	TcCLB.508999.190	Q4E0D8	83.0
TvY486_1015220	Tb927.10.15830	Q387T1	83.0
TcIL3000_0_12020	TcIL3000_0_12020	F9WG24	83.0
LGELEM452_180012400	TcCLB.511277.39	Q4E5J1	83.0
C4B63_4g549	Tb11.v5.0427	Q387S9	83.0
DQ04_01231110	TcCLB.510895.29	Q4CRJ2	83.0
TcYC6_0080190	TvY486_1005010	G0U6E6	83.0
TCSYLVIO_004395	Tb927.10.2510	Q38BZ4	83.0
TvY486_0102060	TcCLB.506529.60	Q4E5S4	83.0
LSCM1_01271	C4B63_11g22	A0A2V2WZ63	83.0
TM35_000074930	TcIL3000_6_1120	G0UNC0	83.0
DQ04_00321310	Tb927.11.13760	Q382G1	83.0
TcCL_NonESM11106	TCDM_13156	V5AJD3	83.0
ADEAN_000016400	LINF_020006100	A4HRL4	83.0
TCSYLVIO_005493	TcIL3000.11.1540	G0UZF1	83.0
TcBrA4_0047150	ADEAN_000240200	A0A7G2C5S7	83.0
TvY486_1015500	TcCLB.509767.44	Q4DSD0	83.0
Tc_MARK_6384	TcCLB.422867.10	Q4CR14	83.0
TM35_000045230	TvY486_0907340	G0U3Q4	83.0
LARLEM1108_240024700	TEOVI_000251600	A0A1G4IF43	83.0
TcG_08495	TRSC58_00583	A0A3R7LP15	83.0
PCON_0052230	TvY486_0300580	G0TSD9	83.0
PCON_0017500	BSAL_14310	A0A0S4JG99	83.0
TcBrA4_0042910	ADEAN_000995300	A0A7G2CSV4	83.0
LSM04_008447	TM35_000052690	A0A1X0P4U3	83.0
LmxM.01.0810	TcCLB.510155.210	Q4E0F3	83.0
ADEAN_001025300	Tb927.3.2870	Q57ZM5	83.0
LpyrH10_14_2180	Lsey_0232_0100	A0A0N1HU38	83.0
TRSC58_01652	TcCLB.511407.20	Q4CZU1	83.0
TcIL3000.A.H_000597100	LDHU3_34.2210	A0A6J8FLM6	83.0
LdCL_190018300	LINF_190019500	A0A6L0XAG3	83.0
TcG_12849	TCDM_11071	V5AKZ1	83.0
Tb427_080044200	Tb927.8.3940	Q581B4	83.0
TcIL3000_2_1140	TM35_000231180	A0A1X0NR30	83.0
TcBrA4_0035280	TcCLB.508707.120	Q4E265	83.0
PCON_0075690	Tb927.7.2720	Q57Y82	83.0
Tb1125.4.5700	Tb927.9.17410	Q38CP2	83.0
LSM04_009405	BSAL_89735	A0A0S4J6G5	83.0
Lsey_0042_0170	LdBPK_300770.1	E9BLH0	83.0
